baseline_id,baseline_label,case_index,clock_std_ns,condition_number,cost,crlb_status,figure_id,fim_nullity,fim_rank,is_full_rank,measurement_count,nfev,num_satellites,num_users,parameter_dim,position_error_mean_m,position_error_median_m,position_error_rmse_m,range_std_dev_km,series_value,success,sync_error_mean_s,trial,trial_seed,x_value
coarse_jcls,Coarse JCLS,2,100.0,13518499.885890637,8.257506783518178,finite_crlb,fig7_synchronization_vs_clock_std,0,21,True,36,47,10,3,21,5014.584017410319,5018.579421611182,5014.602439412399,0.03,clock_sweep,True,7.917054097355919e-06,2,20286482,100.0
refined_jcls,"Refined JCLS, 0.5 s",2,100.0,13518499.90435294,87.75569090107825,finite_crlb,fig7_synchronization_vs_clock_std,0,21,True,180,30,10,3,21,2601.206337830974,2600.1335008741053,2601.208229002384,0.03,clock_sweep,True,4.016162801684859e-06,2,20286482,100.0
without_cooperation,Without cooperation,2,100.0,13518499.885890637,,finite_crlb,fig7_synchronization_vs_clock_std,0,21,True,36,,10,3,21,73.12698569601125,77.89879583583817,73.81608903796229,0.03,clock_sweep,True,6.93461573854702e-08,3,20294401,100.0
coarse_jcls,Coarse JCLS,2,100.0,13518499.885890637,10.94051191243011,finite_crlb,fig7_synchronization_vs_clock_std,0,21,True,36,119,10,3,21,16311.374317410204,16301.398464188636,16311.38992423408,0.03,clock_sweep,True,2.277452757369823e-05,3,20294401,100.0
refined_jcls,"Refined JCLS, 0.5 s",2,100.0,13518499.90435294,85.60629854070378,finite_crlb,fig7_synchronization_vs_clock_std,0,21,True,180,71,10,3,21,4035.580562649306,4026.1465130396505,4035.6214247646253,0.03,clock_sweep,True,5.240605768330934e-06,3,20294401,100.0
without_cooperation,Without cooperation,2,100.0,13518499.885890637,,finite_crlb,fig7_synchronization_vs_clock_std,0,21,True,36,,10,3,21,51.70150246426089,67.6092916786911,59.55463573494822,0.03,clock_sweep,True,6.93461573854702e-08,4,20302320,100.0
coarse_jcls,Coarse JCLS,2,100.0,13518499.885890637,5.359450177189035,finite_crlb,fig7_synchronization_vs_clock_std,0,21,True,36,56,10,3,21,9528.635853897846,9528.275027786693,9528.642729229057,0.03,clock_sweep,True,1.4009859973763358e-05,4,20302320,100.0
refined_jcls,"Refined JCLS, 0.5 s",2,100.0,13518499.90435294,70.71889903020566,finite_crlb,fig7_synchronization_vs_clock_std,0,21,True,180,59,10,3,21,2951.143720672628,2957.0553377867636,2951.1631626949284,0.03,clock_sweep,True,3.362821588104134e-06,4,20302320,100.0
without_cooperation,Without cooperation,2,100.0,13518499.885890637,,finite_crlb,fig7_synchronization_vs_clock_std,0,21,True,36,,10,3,21,36.843691127845794,31.507865496110345,39.510217993805995,0.03,clock_sweep,True,6.93461573854702e-08,5,20310239,100.0
coarse_jcls,Coarse JCLS,2,100.0,13518499.885890637,5.651758999155317,finite_crlb,fig7_synchronization_vs_clock_std,0,21,True,36,51,10,3,21,4545.727175022753,4540.968499550395,4545.761177886535,0.03,clock_sweep,True,4.2196915957980115e-06,5,20310239,100.0
refined_jcls,"Refined JCLS, 0.5 s",2,100.0,13518499.90435294,67.58356335457697,finite_crlb,fig7_synchronization_vs_clock_std,0,21,True,180,34,10,3,21,2416.761737590585,2414.439329362657,2416.8060825518464,0.03,clock_sweep,True,1.7016321725563928e-06,5,20310239,100.0
without_cooperation,Without cooperation,2,100.0,13518499.885890637,,finite_crlb,fig7_synchronization_vs_clock_std,0,21,True,36,,10,3,21,47.83489762907465,58.869446893764646,51.27225103311903,0.03,clock_sweep,True,6.93461573854702e-08,6,20318158,100.0
coarse_jcls,Coarse JCLS,2,100.0,13518499.885890637,4.779073185258198,finite_crlb,fig7_synchronization_vs_clock_std,0,21,True,36,83,10,3,21,13622.360010078273,13641.457412180629,13622.39287627016,0.03,clock_sweep,True,7.934176954494471e-06,6,20318158,100.0
refined_jcls,"Refined JCLS, 0.5 s",2,100.0,13518499.90435294,95.01240146537639,finite_crlb,fig7_synchronization_vs_clock_std,0,21,True,180,123,10,3,21,2372.6547703194765,2376.018473104283,2372.6753382169363,0.03,clock_sweep,True,3.5968308536817955e-06,6,20318158,100.0
without_cooperation,Without cooperation,2,100.0,13518499.885890637,,finite_crlb,fig7_synchronization_vs_clock_std,0,21,True,36,,10,3,21,44.869197607086825,44.34171501552827,45.049495609164026,0.03,clock_sweep,True,6.93461573854702e-08,7,20326077,100.0
coarse_jcls,Coarse JCLS,2,100.0,13518499.885890637,6.471271815804984,finite_crlb,fig7_synchronization_vs_clock_std,0,21,True,36,72,10,3,21,11693.571444112238,11702.853714324925,11693.607830099707,0.03,clock_sweep,True,1.855180072203284e-05,7,20326077,100.0
refined_jcls,"Refined JCLS, 0.5 s",2,100.0,13518499.90435294,71.92368928530759,finite_crlb,fig7_synchronization_vs_clock_std,0,21,True,180,56,10,3,21,2549.9261833339524,2549.434552266345,2549.9728507887216,0.03,clock_sweep,True,3.344625271224985e-06,7,20326077,100.0
without_cooperation,Without cooperation,2,100.0,13518499.885890637,,finite_crlb,fig7_synchronization_vs_clock_std,0,21,True,36,,10,3,21,78.16082447175918,83.69736625937416,89.16410372544779,0.03,clock_sweep,True,6.93461573854702e-08,8,20333996,100.0
coarse_jcls,Coarse JCLS,2,100.0,13518499.885890637,10.521280148194503,finite_crlb,fig7_synchronization_vs_clock_std,0,21,True,36,22,10,3,21,845.8609211341869,838.0452766533068,845.9575750187021,0.03,clock_sweep,True,5.615502779021049e-07,8,20333996,100.0
refined_jcls,"Refined JCLS, 0.5 s",2,100.0,13518499.90435294,87.74980743894795,finite_crlb,fig7_synchronization_vs_clock_std,0,21,True,180,22,10,3,21,2188.9782442740866,2192.4529301676553,2188.989983613073,0.03,clock_sweep,True,3.6588602284622e-06,8,20333996,100.0
without_cooperation,Without cooperation,2,100.0,13518499.885890637,,finite_crlb,fig7_synchronization_vs_clock_std,0,21,True,36,,10,3,21,125.96203350024136,139.8422900907925,127.8343520368749,0.03,clock_sweep,True,6.93461573854702e-08,9,20341915,100.0
coarse_jcls,Coarse JCLS,2,100.0,13518499.885890637,5.1896565622914075,finite_crlb,fig7_synchronization_vs_clock_std,0,21,True,36,48,10,3,21,4696.220639592672,4690.5058277254275,4696.278460581349,0.03,clock_sweep,True,6.033778720353099e-06,9,20341915,100.0
refined_jcls,"Refined JCLS, 0.5 s",2,100.0,13518499.90435294,76.87257558072497,finite_crlb,fig7_synchronization_vs_clock_std,0,21,True,180,34,10,3,21,2453.7282503599395,2447.72069982226,2453.7510522604243,0.03,clock_sweep,True,4.0580187921132055e-06,9,20341915,100.0
without_cooperation,Without cooperation,3,1000.0,13460370.716236848,,finite_crlb,fig7_synchronization_vs_clock_std,0,21,True,36,,10,3,21,669.0941850532171,666.2452292532049,669.8213253791722,0.03,clock_sweep,True,9.127249148451006e-07,0,20271653,1000.0
coarse_jcls,Coarse JCLS,3,1000.0,13460370.716236848,2.6462406940961984,finite_crlb,fig7_synchronization_vs_clock_std,0,21,True,36,31,10,3,21,4017.907436871208,4026.28450602361,4018.0209602303034,0.03,clock_sweep,True,3.85490881716091e-06,0,20271653,1000.0
refined_jcls,"Refined JCLS, 0.5 s",3,1000.0,13460370.71540184,71.51327997654579,finite_crlb,fig7_synchronization_vs_clock_std,0,21,True,180,44,10,3,21,3118.9925031955318,3118.7132472696417,3118.997871532935,0.03,clock_sweep,True,4.379383038763223e-06,0,20271653,1000.0
